playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,classification
ferrewe01,Player,BBWAA,0.2798,38,208,329,0.4456,0.6012,4.0385,13,2623.0000,985,153,533, , , ,2,10, ,N
fonsele01,Player,BBWAA,0.3158,31,485,1075,0.4321, ,0.0000,0,1.0000,0,4799,1459,120,196,21, ,1, ,N
gosligo01,Player,BBWAA,0.3160,248,1609,2735,0.4997, , , , , ,4805,225, , , ,1,4, ,N
hafeych01,Player,BBWAA,0.3170,164,833,1466,0.5261, , , , , ,2527,106, , , ,1,4, ,N
hallabi01,Player,BBWAA,0.1616,2,32,90,0.2011,0.5204,4.0285,8,1740.3333,856,67,330, , , ,1,2, ,N
hermabi01,Player,BBWAA,0.3043,47,839,2345,0.4069, , , , , ,5084,5823,189,274,33,10,9, ,N
johnsbo01,Player,BBWAA,0.2964,288,1283,2051,0.5059, , , , , ,4416,352, , , ,8,1, ,N
kremera01,Player,BBWAA,0.1776,5,69,122,0.2489,0.6272,3.7572,10,1954.6667,516,37,331, , , , ,3, ,N
manushe01,Player,BBWAA,0.3298,110,1183,2524,0.4788, , , , , ,3842,105, , , ,1,5, ,N
medwijo01,Player,BBWAA,0.3236,205,1383,2471,0.5045, , , , , ,4152,143, , , ,10,22, ,N
milledo02,Player,BBWAA,0.2629,32,715,1526,0.3566, , , , , ,9170,2769, , , , , , ,N
mulcahu01,Player,BBWAA,0.1649,0,21,64,0.1881,0.3358,4.4858,9,1161.6668,314,75,286, , , ,1, , ,N
oeschjo01,Player,BBWAA,0.1653,0,41,99,0.1870,0.4141,3.8119,8,1818.0000,535,64,447, , , , , , ,N
schanwa01,Player,BBWAA,0.2838,59,710,1506,0.4008, , , , , ,5622,1565, , , , ,3, ,N
schumha02,Player,BBWAA,0.2020,15,102,181,0.2868,0.5663,3.3573,7,2482.3334,906,154,646, , , ,2,1, ,N
selkige01,Player,BBWAA,0.2903,108,576,810,0.4828, , , , , ,1559,55, , , ,2, , ,N
severha01,Player,BBWAA,0.2887,17,539,1245,0.3673, , , , , ,4714,1115, , , , , , ,N
sewellu01,Player,BBWAA,0.2588,20,696,1393,0.3413, , , , , ,5522,1091,606,644,51,1, ,1,N
sherdbi01,Player,BBWAA,0.2229,9,86,214,0.2979,0.5305,3.7205,26,2709.3334,839,82,540, , , , ,1, ,N
smithea02,Player,BBWAA,0.3030,46,355,686,0.4315, , , , , ,2117,502, , , , ,3, ,N
smithsh01,Player,BBWAA,0.2327,6,60,165,0.3202,0.4914,3.3191,21,2052.6667,428,92,686, , , , , , ,N
westsa01,Player,BBWAA,0.2990,75,838,1838,0.4249, , , , , ,4528,164, , , ,4,2, ,N
gehrich01,Player,Run Off,0.3204,184,1427,2839,0.4805, , , , , ,5446,7091, , , ,6,24, ,Y
ottme01,Player,Run Off,0.3041,511,1860,2876,0.5331, , , , , ,4734,783,464,530,38,12,11, ,N
ottme01,Player,BBWAA,0.3041,511,1860,2876,0.5331, , , , , ,4734,783,464,530,38,12,11, ,N
foxxji01,Player,Run Off,0.3253,534,1922,2646,0.6093,1.0000,1.5211,0,23.6667,11,17797,1562, , , ,9,22, ,N
deandi01,Player,Run Off,0.2245,8,76,161,0.3013,0.6438,3.0239,30,1967.3333,1163,76,283, , , ,4,14, ,N
simmoal01,Player,Run Off,0.3342,307,1827,2927,0.5349, , , , , ,5000,169, , , ,3,23, ,N
wanerpa01,Player,Run Off,0.3332,113,1309,3152,0.4734, , , , , ,5513,270, , , ,4,14, ,N
heilmha01,Player,Run Off,0.3416,183,1539,2660,0.5205, , , , , ,7199,503, , , , ,2, ,N
terrybi01,Player,Run Off,0.3412,154,1078,2193,0.5059, , , , , ,15999,1111,823,661,33,3,12, ,N
greenha01,Player,Run Off,0.3135,331,1276,1628,0.6050, , , , , ,11023,741, , , ,5,12, ,N
dickebi01,Player,Run Off,0.3125,202,1209,1969,0.4860, , , , , ,7965,954,57,48,3,11,20, ,N
maranra01,Player,Run Off,0.2585,28,884,2605,0.3397, , , , , ,6413,8967,23,30,8, ,7, ,N
schalra01,Player,Run Off,0.2535,11,594,1345,0.3157, , , , , ,7168,1811,102,125,10, ,5, ,N
cronijo01,Player,Run Off,0.3015,170,1424,2285,0.4679, , , , , ,4303,6052,1236,1055,58,7,20, ,N
vanceda01,Player,Run Off,0.1504,7,75,146,0.1977,0.5846,3.2400,11,2966.6666,2045,126,570, , , , ,11, ,N
lyonste01,Player,Run Off,0.2329,5,149,364,0.2853,0.5306,3.6683,23,4161.0001,1073,219,943,185,245,19,1,8, ,N
wilsoha01,Player,Run Off,0.3069,244,1063,1461,0.5447, , , , , ,2821,116, , , , ,8, ,N
harribu01,Player,BBWAA,0.2739,9,506,1297,0.3539, , , , , ,3415,3844,2158,2219,141, , ,1,N
youngro01,Player,Run Off,0.3222,42,592,1491,0.4407, , , , , ,2171,207, , , , ,5, ,N
hartnga01,Player,Run Off,0.2973,236,1179,1912,0.4888, , , , , ,7577,1270,203,176,10,6,16, ,N
lazzeto01,Player,Run Off,0.2922,178,1191,1840,0.4666, , , , , ,3688,4944, , , ,1,4, ,N
hardeme01,Player,BBWAA,0.1654,4,93,199,0.2153,0.5452,3.8009,23,3426.3333,1160,209,734,3,0,11,4,2, ,N
ruffire01,Player,Run Off,0.2690,36,273,521,0.3887,0.5482,3.7977,16,4343.9998,1987,155,677, , , ,6,8, ,N
stengca01,Player,BBWAA,0.2843,60,535,1219,0.4102, , , , , ,2171,147,1905,1842,112, , ,3,N
wanerll01,Player,BBWAA,0.3164,27,598,2459,0.3933, , , , , ,4864,157, , , ,1,4, ,N
jurgebi01,Player,BBWAA,0.2580,43,656,1613,0.3354, , , , , ,3369,5446,59,63,12,3,1, ,N
lucasre01,Player,BBWAA,0.2808,3,190,404,0.3475,0.5377,3.7211,7,2542.0001,602,125,550, , , , ,2, ,N
warnelo01,Player,BBWAA,0.2235,4,97,215,0.2672,0.6134,3.1829,13,2782.3332,1140,126,538, , , ,5,9, ,N
averiea01,Player,BBWAA,0.3178,238,1164,2019,0.5336, , , , , ,3969,115, , , ,6,11, ,N
chapmbe01,Player,BBWAA,0.3023,90,977,1958,0.4398,0.5714,4.4043,0,141.0000,65,3742,512,196,276,27,4, , ,N
durocle01,Player,BBWAA,0.2467,24,567,1320,0.3204, , , , , ,3275,4680,2008,1709,83,3, ,3,N
lindsfr01,Player,BBWAA,0.3114,103,779,1747,0.4489, , , , , ,2177,1628, , , , ,4, ,N
lopezal01,Player,BBWAA,0.2615,51,652,1547,0.3367, , , , , ,6654,1126,1410,1004,55,2,3, ,N
myerbu01,Player,BBWAA,0.3028,38,850,2131,0.4061, , , , , ,4224,5152, , , ,2, , ,N
pruethu01,Player,BBWAA,0.1698,0,12,36,0.2028,0.3766,4.6268,13,745.0000,357,41,205, , , , , , ,N
ringji01,Player,BBWAA,0.1469,4,57,120,0.1922,0.4419,4.1247,11,2354.3332,835,78,659, , , , , , ,N
toneyfr01,Player,BBWAA,0.1586,3,47,118,0.1976,0.5768,2.6886,12,2206.0000,718,57,555, , , , , , ,N
werbebi01,Player,BBWAA,0.2713,78,539,1363,0.3917, , , , , ,1548,2695, , , , ,2, ,N
wittwh01,Player,BBWAA,0.2865,18,302,1195,0.3637, , , , , ,2256,1041, , , , , , ,N
brownmo01,Player,Old Timers,0.2056,2,74,235,0.2476,0.6477,2.0568,49,3172.3332,1375,173,843,50,63,8, ,4, ,Y
nichoki01,Player,Old Timers,0.2258,16,278,471,0.2996,0.6344,2.9547,17,5056.3333,1868,382,1034,80,88,11, , , ,Y
rolfere01,Player,BBWAA,0.2888,69,497,1394,0.4127, , , , , ,1336,2275,278,256,19,4,7,1,N
ofarrbo01,Player,BBWAA,0.2731,51,549,1120,0.3877, , , , , ,4295,980,122,121,10, ,4, ,N
ruelmu01,Player,BBWAA,0.2751,4,534,1242,0.3321, , , , , ,5368,1138,59,95,8, ,4, ,N
waltebu01,Player,BBWAA,0.2426,23,234,477,0.3444,0.5531,3.3018,4,3104.6666,1107,364,1135,81,123,14,6,11, ,N
lombaer01,Player,BBWAA,0.3061,190,990,1792,0.4599, , , , , ,5694,845, , , ,8,4, ,N
chandsp01,Player,BBWAA,0.2007,9,45,110,0.2901,0.7171,2.8364,6,1485.0000,614,106,385, , , ,4,7, ,N
higgipi01,Player,BBWAA,0.2925,140,1075,1941,0.4275, , , , , ,1849,3259,560,556,43,3,5, ,N
theveto01,Player,BBWAA,0.2474,2,456,1030,0.2939, , , , , ,2308,3621, , , , , , ,N
crosefr01,Player,BBWAA,0.2455,98,649,1541,0.3545, , , , , ,3202,4696, , , ,2, , ,N
ensje01,Player,BBWAA,0.2903,1,24,54,0.3925, , , , , ,149,85,176,167,12, , , ,N
gonzami01,Player,BBWAA,0.2534,13,263,717,0.3241, , , , , ,3626,871,9,13,9, , , ,N
moorejo02,Player,BBWAA,0.2976,79,513,1615,0.4083, , , , , ,2501,116, , , ,6,1, ,N
moorete01,Player,BBWAA,0.2804,80,513,1318,0.3994, ,0.0000,0,1.0000,1,3126,119,35,42,4,4, , ,N
ottme01,Player,BBWAA,0.3041,511,1860,2876,0.5331, , , , , ,4734,783,464,530,38,12,11, ,Y
foxxji01,Player,BBWAA,0.3253,534,1922,2646,0.6093,1.0000,1.5211,0,23.6667,11,17797,1562, , , ,9,22, ,Y
jordati01,Player,BBWAA,0.2614,32,232,474,0.3817, , , , , ,5134,228, , , , , , ,N
paigesa01,Player,BBWAA,0.0968,0,4,12,0.0968,0.4746,3.2899,32,476.0000,288,17,62, , , ,2, , ,N
heilmha01,Player,BBWAA,0.3416,183,1539,2660,0.5205, , , , , ,7199,503, , , , ,2, ,Y
wanerpa01,Player,BBWAA,0.3332,113,1309,3152,0.4734, , , , , ,5513,270, , , ,4,14, ,Y
henrito01,Player,BBWAA,0.2818,183,795,1297,0.4912, , , , , ,3518,178, , , ,5,5, ,N
lopezal01,Manager,BBWAA,0.2615,51,652,1547,0.3367, , , , , ,6654,1126,1410,1004,55,2,3, ,N
deandi01,Player,BBWAA,0.2245,8,76,161,0.3013,0.6438,3.0239,30,1967.3333,1163,76,283, , , ,4,14, ,Y
simmoal01,Player,BBWAA,0.3342,307,1827,2927,0.5349, , , , , ,5000,169, , , ,3,23, ,Y
applilu01,Player,BBWAA,0.3104,45,1116,2749,0.3984, , , , , ,4674,7543,10,30,10,7,10, ,N
doerrbo01,Player,BBWAA,0.2879,223,1247,2042,0.4610, , , , , ,4928,5710, , , ,9,8, ,N
kellech01,Player,BBWAA,0.2863,189,760,1085,0.5177, , , , , ,2235,46, , , ,5,3, ,N
langebi01,Player,BBWAA,0.3302,39,578,1055,0.4585, , , , , ,2108,387, , , , , , ,N
olearch01,Player,BBWAA,0.2262,3,213,731,0.2723, , , , , ,2102,2764, , , , , , ,N
roberda01,Player,BBWAA,0.2869,47,364,812,0.4092, , , , , ,1260,70, , , , ,1, ,N
vaughar01,Player,BBWAA,0.3176,96,926,2103,0.4535, , , , , ,3308,5119, , , ,9,14, ,N
barroed99,Pioneer/Executive,Veterans, , , , , , , , , , , , ,310,320,24, , , ,Y
bendech01,Player,Veterans,0.2119,6,116,243,0.2799,0.6254,2.4551,34,3017.0000,1711,237,814, , , , ,3, ,Y
connoto99,Umpire,Veterans, , , , , , , , , , , , , , , , , , ,Y
klembi99,Umpire,Veterans, , , , , , , , , , , , , , , , , , ,Y
wallabo01,Player,Veterans,0.2679,34,1121,2309,0.3583,0.5217,3.8731,1,402.0000,120,4918,7465,62,154,23, ,2, ,Y
wrighha01,Pioneer/Executive,Veterans,0.2721,4,111,222,0.3382,0.5000,3.8054,8,99.3334,16,234,50,1225,885,71, , , ,Y
maranra01,Player,BBWAA,0.2585,28,884,2605,0.3397, , , , , ,6413,8967,23,30,8, ,7, ,Y
dickebi01,Player,BBWAA,0.3125,202,1209,1969,0.4860, , , , , ,7965,954,57,48,3,11,20, ,Y
terrybi01,Player,BBWAA,0.3412,154,1078,2193,0.5059, , , , , ,15999,1111,823,661,33,3,12, ,Y
bluelu01,Player,BBWAA,0.2873,44,695,1696,0.4006, , , , , ,15647,1017, , , , , , ,N
dimagjo01,Player,BBWAA,0.3246,361,1537,2214,0.5788, , , , , ,4529,153, , , ,13,36, ,Y
lyonste01,Player,BBWAA,0.2329,5,149,364,0.2853,0.5306,3.6683,23,4161.0001,1073,219,943,185,245,19,1,8, ,Y
vanceda01,Player,BBWAA,0.1504,7,75,146,0.1977,0.5846,3.2400,11,2966.6666,2045,126,570, , , , ,11, ,Y
hartnga01,Player,BBWAA,0.2973,236,1179,1912,0.4888, , , , , ,7577,1270,203,176,10,6,16, ,Y
allenjo02,Player,BBWAA,0.1732,4,64,124,0.2151,0.6544,3.7517,18,1950.3334,1070,104,366, , , ,1,4, ,N
berrych02,Player,BBWAA,0.2671,23,256,539,0.3736, , , , , ,2047,406, , , , , , ,N
bishoma01,Player,BBWAA,0.2706,41,379,1216,0.3660, , , , , ,2923,3863, , , , , , ,N
haasmu01,Player,BBWAA,0.2921,43,496,1257,0.4020, , , , , ,2862,92, , , , , , ,N
bakerfr01,Player,Veterans,0.3072,96,987,1838,0.4423, , , , , ,2154,3155, , , , ,7, ,Y
schalra01,Player,Veterans,0.2535,11,594,1345,0.3157, , , , , ,7168,1811,102,125,10, ,5, ,Y
greenha01,Player,BBWAA,0.3135,331,1276,1628,0.6050, , , , , ,11023,741, , , ,5,12, ,Y
cronijo01,Player,BBWAA,0.3015,170,1424,2285,0.4679, , , , , ,4303,6052,1236,1055,58,7,20, ,Y
cramedo01,Player,BBWAA,0.2960,37,842,2705,0.3753, ,4.5000,0,4.0000,1,5413,174, , , ,5,2, ,N
bridgto01,Player,BBWAA,0.1805,0,72,181,0.2233,0.5843,3.5728,10,2826.3334,1674,144,469, , , ,6,6, ,N
mccorfr01,Player,BBWAA,0.2990,128,951,1711,0.4335, , , , , ,13803,1003, , , ,9,6, ,N
boudrlo01,Player,BBWAA,0.2951,68,789,1779,0.4147, , , , , ,3265,4877,1162,1224,78,8,11, ,N
bushgu01,Player,BBWAA,0.1610,0,52,143,0.1791,0.5641,3.8553,34,2721.9999,850,138,643, , , , , , ,N
coopemo01,Player,BBWAA,0.1942,6,68,127,0.2462,0.6305,2.9679,14,1840.6669,913,50,270, , , ,4,11, ,N
critzhu01,Player,BBWAA,0.2683,38,531,1591,0.3524, , , , , ,3451,5145, , , , , , ,N
stephri01,Player,BBWAA,0.3361,63,773,1515,0.4732, , , , , ,2289,761, , , , , , ,N
tobinji01,Player,BBWAA,0.2299,17,102,183,0.3455,0.4839,3.4389,5,1899.9999,498,103,480, , , ,1, , ,N
bergewa01,Player,BBWAA,0.3002,242,898,1550,0.5216, , , , , ,3430,91, , , ,4,5, ,N
cuccito01,Player,BBWAA,0.2796,94,884,1729,0.3941, , , , , ,3292,4737, , , ,3,1, ,N
ferreri01,Player,BBWAA,0.2807,28,734,1692,0.3633, , , , , ,7248,1127, , , ,8, , ,N
kuheljo01,Player,BBWAA,0.2771,131,1049,2212,0.4057, , , , , ,19386,1163,106,201,15, , , ,N
marioma01,Player,BBWAA,0.2630,36,624,1448,0.3454, , , , , ,2987,4829,356,372,27,8,12, ,N
mostijo01,Player,BBWAA,0.3005,23,376,1054,0.4266, , , , , ,2588,137, , , , ,3, ,N
reynoal01,Player,BBWAA,0.1634,1,79,140,0.1984,0.6298,3.3041,49,2492.3333,1423,111,349, , , ,6,3, ,N
rizzuph01,Player,BBWAA,0.2730,38,563,1588,0.3551, , , , , ,3220,4666, , , ,5,10, ,N
suhrgu01,Player,BBWAA,0.2794,84,818,1446,0.4277, , , , , ,13104,766, , , ,1,1, ,N
turneji01,Player,BBWAA,0.2180,1,22,87,0.2707,0.5349,3.2200,20,1132.0000,329,55,269, , , ,1,2, ,N
uhlege01,Player,BBWAA,0.2890,9,187,393,0.3838,0.5464,3.9927,25,3119.6667,1135,175,624, , , , ,5, ,N
whitebu01,Player,BBWAA,0.2663,17,245,883,0.3305, , , , , ,2018,2556, , , ,2, , ,N
whiteea01,Player,BBWAA,0.2045,4,98,264,0.2424,0.5409,4.3578,11,3564.6664,1350,166,701, , , , ,2, ,N
willike01,Player,BBWAA,0.3192,196,913,1552,0.5304, , , , , ,2956,167, , , , , , ,N
crawfsa01,Player,Veterans,0.3094,97,1525,2961,0.4522, , , , , ,5102,359, , , , ,5, ,Y
mccarjo99,Manager,Veterans, , , , , , , , , , , , ,2125,1333,50, , ,3,Y
rowesc01,Player,BBWAA,0.2629,18,153,239,0.3817,0.6100,3.8728,12,2219.3332,913,97,421, , , ,3,3, ,N
tebbebi01,Player,BBWAA,0.2700,38,469,1000,0.3583, , , , , ,4667,666,748,705,52,4,3,1,N
maysca01,Player,BBWAA,0.2682,5,110,291,0.3502,0.6216,2.9163,31,3021.3334,862,174,1138, , , , ,3, ,N
reisepe01,Player,BBWAA,0.2953,58,368,786,0.4497, , , , , ,1486,168, , , ,3,3, ,N
bushjo01,Player,BBWAA,0.2526,7,137,313,0.3446,0.5159,3.5127,20,3087.3334,1319,213,839, , , , ,2, ,N
groveor01,Player,BBWAA,0.1287,1,19,48,0.1582,0.4632,3.7785,4,1176.6667,374,72,275, , , ,1, , ,N
bergmo01,Player,BBWAA,0.2432,6,206,441,0.2990, , , , , ,1858,553, , , , , , ,N
lavagco01,Player,BBWAA,0.2693,40,486,945,0.3767, , , , , ,1364,1940,271,384,43,4,1, ,N
doakbi01,Player,BBWAA,0.1271,1,30,115,0.1580,0.5184,2.9756,16,2782.6666,1014,103,934, , , , , , ,N
gustifr01,Player,BBWAA,0.2649,38,480,1214,0.3588, , , , , ,2243,3323, , , ,3, , ,N
kammwi01,Player,BBWAA,0.2808,29,826,1643,0.3842, , , , , ,2151,3345, , , , ,4, ,N
holmeto01,Player,BBWAA,0.3019,88,581,1507,0.4321, , , , , ,2823,115,61,69,11,2,4, ,N
leachfr01,Player,BBWAA,0.3073,72,509,1147,0.4460, , , , , ,2189,94, , , , , , ,N
mcmanma01,Player,BBWAA,0.2892,120,999,1926,0.4299, , , , , ,4100,4512,95,153,15, , , ,N
meadole01,Player,BBWAA,0.1799,5,75,201,0.2301,0.5109,3.3743,7,3160.6666,1063,84,850, , , , , , ,N
perkicy01,Player,BBWAA,0.2589,30,409,933,0.3518, , , , , ,3828,1057,6,9,2, ,1, ,N
adamssp01,Player,BBWAA,0.2858,9,394,1588,0.3527, , , , , ,2287,3748, , , , , , ,N
austiji01,Player,BBWAA,0.2465,13,390,1328,0.3142, , , , , ,2260,3239,31,44,18, , , ,N
bentola01,Player,BBWAA,0.1653,2,42,122,0.1951,0.4980,4.0318,22,2297.0000,670,93,469, , , , ,2, ,N
bladera01,Player,BBWAA,0.3006,50,340,726,0.4600, , , , , ,1339,90,107,85,8, , , ,N
casege01,Player,BBWAA,0.2821,21,377,1415,0.3583, , , , , ,2805,88, , , ,4, , ,N
chapmsa01,Player,BBWAA,0.2664,180,773,1329,0.4377, , , , , ,3727,120, , , ,1, , ,N
crowdal01,Player,BBWAA,0.1936,0,59,164,0.2267,0.5922,4.1155,22,2344.3333,799,56,387, , , ,1,5, ,N
danniha01,Player,BBWAA,0.2851,57,397,847,0.4147, , , , , ,3259,455, , , ,4,5, ,N
daviscu01,Player,BBWAA,0.2030,11,81,165,0.2645,0.5467,3.4219,33,2324.9999,684,146,616, , , ,2,2, ,N
ellioju01,Player,BBWAA,0.1635,4,37,68,0.2188,0.4599,4.2439,12,1206.6666,453,32,160, , , , , , ,N
grantge01,Player,BBWAA,0.3023,105,712,1508,0.4612, , , , , ,6611,2977, , , , , , ,N
keltnke01,Player,BBWAA,0.2763,163,852,1570,0.4408, , , , , ,1577,3070, , , ,7,3, ,N
kressre01,Player,BBWAA,0.2858,89,799,1454,0.4197, ,12.5356,0,9.3334,6,3987,2945, , , , ,1, ,N
mancugu01,Player,BBWAA,0.2650,53,543,1194,0.3512, , , , , ,5613,803, , , ,2, , ,N
millebi02,Player,BBWAA,0.3113,116,992,1934,0.4609, , , , , ,3519,140, , , , , , ,N
moseswa01,Player,BBWAA,0.2906,89,679,2138,0.4160, , , , , ,4000,147, , , ,2,2, ,N
pearsmo01,Player,BBWAA,0.2281,2,62,117,0.2904,0.6211,3.9974,4,1429.6667,703,62,285, , , ,2, , ,N
pippwa01,Player,BBWAA,0.2807,90,998,1941,0.4076, , , , , ,18779,1152, , , , ,1, ,N
scottja01,Player,BBWAA,0.2750,5,73,187,0.3544,0.4858,3.8486,19,1814.6668,657,63,399, , , , , , ,N
sewelri01,Player,BBWAA,0.2027,6,59,152,0.2640,0.5958,3.4780,15,2119.3333,636,142,445, , , ,4,3, ,N
spahnwa01,Player,BBWAA,0.1939,35,189,363,0.2869,0.5970,3.0860,29,5243.6669,2583,222,999, , , ,17,16, ,N
sukefcl01,Player,BBWAA,0.2635,2,96,326,0.3314, , , , , ,1041,190,2,0,1, , , ,N
walberu01,Player,BBWAA,0.1790,4,84,162,0.2320,0.5236,4.1630,32,2644.0001,1085,113,558, , , , ,1, ,N
walkeha01,Player,BBWAA,0.2965,10,214,786,0.3833, , , , , ,1712,75,630,604,44,2, , ,N
wyattwh01,Player,BBWAA,0.2191,7,69,133,0.3031,0.5274,3.7871,13,1761.0000,872,74,316, , , ,4,5, ,N
youngpe01,Player,BBWAA,0.2616,32,347,645,0.3800, , , , , ,1503,1984, , , , , , ,N
zachato01,Player,BBWAA,0.2264,6,112,254,0.2888,0.4934,3.7280,22,3126.3335,720,83,773, , , , , , ,N
wheatza01,Player,Veterans,0.3167,132,1248,2884,0.4503, , , , , ,4996,232, , , , ,11, ,Y
mizejo01,Player,BBWAA,0.3121,359,1337,2011,0.5620, , , , , ,14862,1033, , , ,10,13, ,N
brechha01,Player,BBWAA,0.1917,2,44,129,0.2348,0.5911,2.9156,18,1907.6664,901,78,376, , , ,2,5, ,N
newsobo01,Player,BBWAA,0.1892,1,102,253,0.2169,0.4873,3.9837,21,3759.3336,2082,112,534, , , ,4,3, ,N
dimagdo01,Player,BBWAA,0.2979,87,618,1680,0.4190, , , , , ,3859,147, , , ,7,2, ,N
whiteha01,Player,BBWAA,0.1451,0,7,37,0.1725,0.4600,3.7845,25,920.3334,349,68,197, , , , , , ,N
kinerra01,Player,BBWAA,0.2788,369,1015,1451,0.5479, , , , , ,3431,109, , , ,6,10, ,N
stanked01,Player,BBWAA,0.2683,29,364,1154,0.3478, , , , , ,3118,3323,467,435,37,3,2,1,N
edwarha01,Player,BBWAA,0.2798,51,276,613,0.4400, , , , , ,1039,34, , , , , , ,N
elliobo01,Player,BBWAA,0.2886,170,1195,2061,0.4399, , , , , ,2519,2790,58,96,8,7,8, ,N
leonadu02,Player,BBWAA,0.1679,0,69,177,0.1926,0.5134,3.2495,44,3218.3335,1170,174,719, , , ,5,2, ,N
nichobi01,Player,BBWAA,0.2676,235,948,1484,0.4654, , , , , ,2954,118, , , ,5,7, ,N
peskyjo01,Player,BBWAA,0.3066,17,404,1455,0.3861, , , , , ,1987,3114,147,179,19,1,2, ,N
roepr01,Player,BBWAA,0.1097,1,28,68,0.1194,0.6019,3.4320,10,1914.3335,956,90,295, , , ,5,2, ,N
sistisi01,Player,BBWAA,0.2441,27,260,732,0.3241, , , , , ,1600,1840, , , , , , ,N
careyma01,Player,Veterans,0.2846,70,800,2665,0.3858, , , , , ,6363,339,146,161,9, ,5, ,Y
hamilbi01,Player,Veterans,0.3443,40,736,2158,0.4320, , , , , ,3444,182, , , , , , ,Y
fellebo01,Player,BBWAA,0.1505,8,99,193,0.2114,0.6215,3.2548,21,3827.0001,2581,146,510, , , ,8,18, ,Y
robinja02,Player,BBWAA,0.3113,137,734,1518,0.4737, , , , , ,4007,2728, , , ,6,10, ,Y
newhoha01,Player,BBWAA,0.2012,2,81,201,0.2332,0.5798,3.0551,26,2993.0000,1796,135,611, , , ,7,19, ,N
cavarph01,Player,BBWAA,0.2927,95,920,1977,0.4156, , , , , ,12435,844,169,213,20,4,5, ,N
coxbi02,Player,BBWAA,0.2624,66,351,974,0.3798, , , , , ,1297,2186, , , , , , ,N
hutchfr01,Player,BBWAA,0.2631,4,83,171,0.3262,0.5723,3.7254,7,1464.0001,591,112,310,830,827,54,1, ,1,N
raschvi01,Player,BBWAA,0.1842,1,50,112,0.2171,0.6667,3.7207,3,1819.0001,944,84,259, , , ,4,6, ,N
sainjo01,Player,BBWAA,0.2455,3,101,190,0.3036,0.5451,3.4888,51,2125.6666,910,127,371, , , ,3,5, ,N
walkedi02,Player,BBWAA,0.3062,105,1023,2064,0.4372, , , , , ,3479,157, , , ,5,3, ,N
yorkru01,Player,BBWAA,0.2752,277,1152,1621,0.4833, , , , , ,12308,1167,0,1,5,7,5, ,N
mckecbi01,Manager,Veterans,0.2508,8,240,713,0.3127, , , , , ,1626,1600,1896,1723,99, , ,2,Y
roushed01,Player,Veterans,0.3227,68,981,2376,0.4459, , , , , ,4683,230, , , , ,14, ,Y
clarkjo01,Player,Veterans,0.2188,24,232,432,0.3186,0.6482,2.8113,5,4536.3334,1978,239,1151, , , , ,1, ,Y
flickel01,Player,Veterans,0.3130,48,756,1752,0.4452, , , , , ,2406,247, , , , , , ,Y
ricesa01,Player,Veterans,0.3223,34,1078,2987,0.4267,0.5000,2.5170,0,39.3333,12,4775,291, , , , ,1, ,Y
rixeyep01,Player,Veterans,0.1912,3,111,291,0.2240,0.5145,3.1477,14,4494.6666,1350,131,1195, , , , ,4, ,Y
applilu01,Player,Run Off,0.3104,45,1116,2749,0.3984, , , , , ,4674,7543,10,30,10,7,10, ,Y
camparo01,Player,Run Off,0.2761,242,856,1161,0.4996, , , , , ,6520,550, , , ,8,10, ,N
medwijo01,Player,Run Off,0.3236,205,1383,2471,0.5045, , , , , ,4152,143, , , ,10,22, ,N
camparo01,Player,BBWAA,0.2761,242,856,1161,0.4996, , , , , ,6520,550, , , ,8,10, ,N
reesepe01,Player,BBWAA,0.2693,126,885,2170,0.3770, , , , , ,4124,6131, , , ,10,5, ,N
reesepe01,Player,Run Off,0.2693,126,885,2170,0.3770, , , , , ,4124,6131, , , ,10,5, ,N
boudrlo01,Player,Run Off,0.2951,68,789,1779,0.4147, , , , , ,3265,4877,1162,1224,78,8,11, ,N
lopezal01,Player,Run Off,0.2615,51,652,1547,0.3367, , , , , ,6654,1126,1410,1004,55,2,3, ,N
kellge01,Player,BBWAA,0.3065,78,870,2054,0.4138, , , , , ,2390,3326, , , ,10,13, ,N
lemonbo01,Player,BBWAA,0.2316,37,147,274,0.3863,0.6179,3.2337,22,2849.9999,1277,298,713,430,403,34,7,9, ,N
vandejo01,Player,Run Off,0.1518,1,26,104,0.1796,0.4958,3.4424,2,2104.6666,1294,82,404, , , ,4,6, ,N
kleinch01,Player,Run Off,0.3201,300,1201,2076,0.5430, , , , , ,3250,194, , , ,2,11, ,N
marioma01,Player,Run Off,0.2630,36,624,1448,0.3454, , , , , ,2987,4829,356,372,27,8,12, ,N
hardeme01,Player,Run Off,0.1654,4,93,199,0.2153,0.5452,3.8009,23,3426.3333,1160,209,734,3,0,11,4,2, ,N
maglisa01,Player,BBWAA,0.1350,2,29,76,0.1581,0.6575,3.1497,14,1722.9999,862,96,280, , , ,2,1, ,N
mizejo01,Player,Run Off,0.3121,359,1337,2011,0.5620, , , , , ,14862,1033, , , ,10,13, ,N
wanerll01,Player,Run Off,0.3164,27,598,2459,0.3933, , , , , ,4864,157, , , ,1,4, ,N
rizzuph01,Player,Run Off,0.2730,38,563,1588,0.3551, , , , , ,3220,4666, , , ,5,10, ,N
hermabi01,Player,Run Off,0.3043,47,839,2345,0.4069, , , , , ,5084,5823,189,274,33,10,9, ,N
