playerID,feature1,feature2,classification
schilcu01,1.3538,0.0683,N
mussimi01,0.0968,0.0056,N
nomohi01,1.4969,0.0679,N
gagneer01,0.2139,0.0124,N
benitar01,0.0105,0.0000,N
rogerke01,0.0865,0.0066,N
timlimi01,0.0066,0.0000,N
jonesto02,0.0193,0.0010,N
johnsra05,1.0097,0.0323,Y
martipe02,0.9099,0.0461,Y
smoltjo01,1.2898,0.1048,Y
schilcu01,1.3538,0.0683,N
clemero02,0.2525,0.0071,N
smithle02,0.0626,0.0020,N
mussimi01,0.0968,0.0056,N
percitr01,0.0071,0.0000,N
gordoto01,0.0022,0.0000,N
guarded01,0.0011,0.0000,N
schmija01,1.8426,0.0895,N
hoffmtr01,0.0329,0.0010,N
schilcu01,1.3538,0.0683,N
clemero02,0.2525,0.0071,N
mussimi01,0.0968,0.0056,N
smithle02,0.0626,0.0020,N
wagnebi02,0.0234,0.0012,N
hamptmi01,1.6183,0.2165,N
hoffmtr01,0.0329,0.0010,N
clemero02,0.2525,0.0071,N
mussimi01,0.0968,0.0056,N
schilcu01,1.3538,0.0683,N
smithle02,0.0626,0.0020,N
wagnebi02,0.0234,0.0012,N
wakefti01,0.1762,0.0063,N
rhodear01,0.0066,0.0000,N
